time,Ts,fs,ps0,ps1,ps2,ps3,ps4,ps5,ps6,ps7,front_raw,front_max,front_filtered,front_distance_measurement,left_encoder,right_encoder,delta_left_theta,delta_right_theta,delta_left_s,delta_right_s,delta_s,x_pred,P_pred,K,kalman_estimate,P,obstacle_enter,obstacle_still_near,turning,turn_direction,left_speed,right_speed,decision
0.352,0.032,31.25,68.09786643640629,69.4194044118152,69.67955265263906,65.876334691924,73.48717565907434,65.62216648323336,66.45167333172259,66.56417159222529,67.63327894304234,69.4194044118152,67.64296769383978,0.10836953665939879,2414.08852,2444.9296,0.10047999999960666,0.09420000000000073,0.002059839999991937,0.001931100000000015,0.001995469999995976,0.10276444638199841,0.0013962679485602435,0.3583603507238754,0.1047730884996466,0.0008959008768096886,False,True,False,turn_left,3.0,3.0,forward
0.384,0.032,31.25,68.15500764082111,66.60973873555463,60.3387528670366,64.81628776062458,67.73475469462775,66.99590158750681,67.1129761903214,73.45421843247843,68.8329852497939,73.45421843247843,67.8809712050306,0.10819512388660668,2414.18272,2445.03008,0.09420000000000073,0.10048000000006141,0.001931100000000015,0.002059840000001259,0.0019954700000006367,0.10277761849964596,0.0013959008768096885,0.35829989544107105,0.10471871011334542,0.0008957497386026778,False,True,False,turn_left,3.0,3.0,forward
0.41600000000000004,0.032,31.25,66.61884897556057,68.6791909262602,62.182255119418606,61.45962502793987,67.8788553899973,72.35805931929366,67.5776076592859,68.48916154555997,67.84120227666666,68.6791909262602,67.87301741935782,0.10820094347993921,2414.27692,2445.12428,0.09420000000000073,0.09420000000000073,0.001931100000000015,0.001931100000000015,0.001931100000000015,0.1027876101133454,0.0013957497386026777,0.35827500025792297,0.10472707212665802,0.0008956875006448074,False,True,False,turn_left,3.0,3.0,forward
0.448,0.032,31.25,69.8089163927495,65.16600472560347,66.02356361090541,71.23676795223558,65.37089541997756,70.9666572520742,70.7336362441394,69.76329198996213,68.86796233811363,70.7336362441394,68.07200640310899,0.10805553587517307,2414.37112,2445.21848,0.09420000000000073,0.09420000000000073,0.001931100000000015,0.001931100000000015,0.001931100000000015,0.102795972126658,0.0013956875006448074,0.3582647479844817,0.10468028840752806,0.0008956618699612043,False,True,False,turn_left,3.0,3.0,forward
0.48,0.032,31.25,67.51036077066911,67.67297929552656,69.29532875800695,62.06946648486711,66.30708791724884,68.28440776068838,71.3196517196158,65.36160816712817,67.96614998823492,71.3196517196158,68.05083512013418,0.10807098782669466,2414.4716,2445.31268,0.10048000000006141,0.09420000000000073,0.002059840000001259,0.001931100000000015,0.0019954700000006367,0.10268481840752743,0.0013956618699612043,0.3582605258230749,0.10461447029581045,0.0008956513145576873,False,True,False,turn_left,3.0,3.0,forward
0.512,0.032,31.25,72.05570758177198,73.65669671443409,67.12451686069434,63.063389288891486,63.23479131612567,62.727858419068184,67.62864513043988,63.58387453688988,69.23123099088396,73.65669671443409,68.28691429428414,0.10789893414497152,2414.5658,2445.41316,0.09420000000000073,0.10048000000006141,0.001931100000000015,0.002059840000001259,0.0019954700000006367,0.10261900029580981,0.0013956513145576873,0.3582587870075199,0.10451058299209043,0.0008956469675187997,False,True,False,turn_left,3.0,3.0,forward
0.544,0.032,31.25,61.20973534693474,66.10801796624938,69.33403643362249,67.37587211248999,65.98725132236257,69.81161686957132,70.83771848343014,67.34719874909506,66.37566763642732,70.83771848343014,67.90466496271279,0.10817779144446626,2414.66,2445.50736,0.09420000000000073,0.09420000000000073,0.001931100000000015,0.001931100000000015,0.001931100000000015,0.10257948299209041,0.0013956469675187998,0.35825807090720796,0.1045851221785821,0.0008956451772680199,False,True,False,turn_left,3.0,3.0,forward
0.5760000000000001,0.032,31.25,62.09980496563806,67.02902438839966,63.97857443854257,62.7770968956903,67.2133859354629,69.30811227741329,67.90401761869366,67.00608341256661,66.0097325963245,67.90401761869366,67.52567848943514,0.10845569506156055,2414.7542,2445.60156,0.09420000000000073,0.09420000000000073,0.001931100000000015,0.001931100000000015,0.001931100000000015,0.10265402217858208,0.0013956451772680198,0.3582577759935449,0.10473251660268,0.0008956444399838623,False,True,False,turn_left,3.0,3.0,forward
0.608,0.032,31.25,67.68560293462238,68.84568910579472,67.93551449444392,68.93266534337046,60.30423657014282,66.03006092252974,66.10870635596162,64.65618201947163,66.82404510396259,68.84568910579472,67.38535181234063,0.10855895652623679,2414.85468,2445.69576,0.10048000000006141,0.09420000000000073,0.002059840000001259,0.001931100000000015,0.0019954700000006367,0.10273704660267936,0.0013956444399838624,0.35825765453831915,0.10482279039682642,0.000895644136345798,False,True,False,turn_left,3.0,3.0,forward
0.64,0.032,31.25,63.67526268489749,67.28680962369769,65.77056237111917,69.24433567175825,65.75628917288054,69.95946624903753,66.85984260952141,70.41759489663002,67.05987745368665,70.41759489663002,67.32025694060984,0.10860692434476397,2414.94888,2445.79624,0.09420000000000073,0.10048000000006141,0.001931100000000015,0.002059840000001259,0.0019954700000006367,0.10282732039682578,0.001395644136345798,0.3582576045190164,0.10489790746228277,0.0008956440112975408,False,True,False,turn_left,3.0,3.0,forward
0.672,0.032,31.25,67.98643925551187,103.86449858014392,62.879301611515196,62.22424815227174,69.92697390725652,57.99336251098871,64.40344410122741,65.15718145869552,75.35289084889467,103.86449858014392,68.9267837222668,0.10743534238836691,2415.04308,2445.89044,0.09420000000000073,0.09420000000000073,0.001931100000000015,0.001931100000000015,0.001931100000000015,0.10296680746228275,0.0013956440112975407,0.35825758391940105,0.10456769398856113,0.0008956439597985025,False,True,False,turn_left,3.0,3.0,forward
0.704,0.032,31.25,67.5216815757565,111.17194398482451,68.00210673660054,67.16666388645595,66.7193409479038,66.48074128735796,65.89950953293825,68.8061899604429,78.34983126349054,111.17194398482451,70.81139323051156,0.10609278024203642,2415.14356,2445.98464,0.10048000000006141,0.09420000000000073,0.002059840000001259,0.001931100000000015,0.0019954700000006367,0.10257222398856049,0.0013956439597985026,0.3582575754357928,0.10383348993611609,0.000895643938589482,False,True,False,turn_left,3.0,3.0,forward
0.736,0.032,31.25,63.59491020911424,111.924585798621,62.48480808713583,67.76150680946114,65.90611952637524,70.07303290827403,66.8569798510185,71.37169846118785,78.4370435799854,111.924585798621,72.33652330040633,0.10503062334203425,2415.23776,2446.08512,0.09420000000000073,0.10048000000006141,0.001931100000000015,0.002059840000001259,0.0019954700000006367,0.10183801993611545,0.001395643938589482,0.35825757194196006,0.10298179428049355,0.0008956439298549001,False,True,False,turn_left,3.0,3.0,forward
0.768,0.032,31.25,70.30293326684695,114.94258702654291,72.24533433367228,68.83517578254886,67.59186521978165,63.78834611737698,63.18959349112682,59.7798550276289,77.05374220303639,114.94258702654291,73.27996708093235,0.10438415602967833,2415.33196,2446.17932,0.09420000000000073,0.09420000000000073,0.001931100000000015,0.001931100000000015,0.001931100000000015,0.10105069428049353,0.0013956439298549001,0.3582575705030832,0.10224493218812143,0.000895643926257708,False,True,False,turn_left,3.0,3.0,forward
0.8,0.032,31.25,61.13992342024029,124.25707776710802,66.4682076704985,73.18001375996928,66.32879368162986,64.54200724186639,71.64057179342885,67.00692401750649,81.01112424957091,124.25707776710802,74.82619851466006,0.10334168347151534,2415.42616,2446.27352,0.09420000000000073,0.09420000000000073,0.001931100000000015,0.001931100000000015,0.001931100000000015,0.10031383218812141,0.001395643926257708,0.3582575699105057,0.10139858283096052,0.0008956439247762645,True,True,True,turn_left,-2.5,2.5,start_turn_left
